# Wigner-tomography RAW DATA -- SIMULATED BY THE DIGITAL TWIN (NOT a real measurement).
# Generated by spike/twin_wigner_tomography.py (engine: grating_tomography).
# Prepared state: coherent |gamma>, gamma = 0.919239 +0.919239j (|gamma|=1.3000, arg=0.7854 rad).
# Measurement: SDF/Ramsey characteristic-function readout, two quadratures.
#   P_x = 1/2(1 + C Re chi(beta)),  P_y = 1/2(1 + C Im chi(beta));  C=0.900, shots M=500/quadrature.
#   beta sampled on the disk |beta|<=4.00, uniform grid spacing h=0.33333.
# columns:  beta_re  beta_im  M  n_x  n_y  P_x  P_y
+0.66667 +0.00000 500 322 75 0.64400 0.15000
+1.00000 +0.00000 500 214 131 0.42800 0.26200
+1.33333 +0.00000 500 177 179 0.35400 0.35800
+1.66667 +0.00000 500 182 262 0.36400 0.52400
+2.00000 +0.00000 500 219 250 0.43800 0.50000
+2.33333 +0.00000 500 247 266 0.49400 0.53200
+2.66667 +0.00000 500 262 267 0.52400 0.53400
+3.00000 +0.00000 500 234 241 0.46800 0.48200
+3.33333 +0.00000 500 236 234 0.47200 0.46800
+3.66667 +0.00000 500 259 248 0.51800 0.49600
+4.00000 +0.00000 500 242 237 0.48400 0.47400
-3.66667 +0.33333 500 249 236 0.49800 0.47200
-3.33333 +0.33333 500 230 274 0.46000 0.54800
-3.00000 +0.33333 500 261 246 0.52200 0.49200
-2.66667 +0.33333 500 247 235 0.49400 0.47000
-2.33333 +0.33333 500 253 240 0.50600 0.48000
-2.00000 +0.33333 500 237 228 0.47400 0.45600
-1.66667 +0.33333 500 222 207 0.44400 0.41400
-1.33333 +0.33333 500 174 277 0.34800 0.55400
-1.00000 +0.33333 500 168 341 0.33600 0.68200
-0.66667 +0.33333 500 214 412 0.42800 0.82400
-0.33333 +0.33333 500 304 438 0.60800 0.87600
+0.00000 +0.33333 500 418 382 0.83600 0.76400
+0.33333 +0.33333 500 436 236 0.87200 0.47200
+0.66667 +0.33333 500 393 158 0.78600 0.31600
+1.00000 +0.33333 500 274 136 0.54800 0.27200
+1.33333 +0.33333 500 236 177 0.47200 0.35400
+1.66667 +0.33333 500 204 222 0.40800 0.44400
+2.00000 +0.33333 500 229 247 0.45800 0.49400
+2.33333 +0.33333 500 241 271 0.48200 0.54200
+2.66667 +0.33333 500 249 246 0.49800 0.49200
+3.00000 +0.33333 500 258 261 0.51600 0.52200
+3.33333 +0.33333 500 253 240 0.50600 0.48000
+3.66667 +0.33333 500 249 246 0.49800 0.49200
-3.66667 +0.66667 500 244 253 0.48800 0.50600
-3.33333 +0.66667 500 256 255 0.51200 0.51000
-3.00000 +0.66667 500 243 251 0.48600 0.50200
-2.66667 +0.66667 500 274 262 0.54800 0.52400
-2.33333 +0.66667 500 275 243 0.55000 0.48600
-2.00000 +0.66667 500 258 225 0.51600 0.45000
-1.66667 +0.66667 500 229 186 0.45800 0.37200
-1.33333 +0.66667 500 189 192 0.37800 0.38400
-1.00000 +0.66667 500 138 252 0.27600 0.50400
-0.66667 +0.66667 500 140 337 0.28000 0.67400
-0.33333 +0.66667 500 212 407 0.42400 0.81400
